host,ip,port,protocol,title,domain,country,city,link,org
27.13.175.221:3478,27.13.175.221,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
218.75.121.35:3478,218.75.121.35,3478,stun,,,CN,Hangzhou,,Chinanet
101.27.204.78:3478,101.27.204.78,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
106.38.105.12:3478,106.38.105.12,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
101.27.194.18:3478,101.27.194.18,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
180.169.95.235:3478,180.169.95.235,3478,stun,,,CN,Shanghai,,China Telecom Group
117.78.21.19:3478,117.78.21.19,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
110.53.162.146:3478,110.53.162.146,3478,stun,,,CN,Changsha,,CHINA UNICOM China169 Backbone
49.4.26.65:3478,49.4.26.65,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
117.78.36.11:3478,117.78.36.11,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
49.4.90.228:3478,49.4.90.228,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
27.13.35.201:3478,27.13.35.201,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
101.74.4.14:3478,101.74.4.14,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
sc.tjbhb.com:3478,125.35.211.250,3478,stun,,tjbhb.com,CN,Tianjin,,CHINA UNICOM China169 Backbone
106.42.36.134:3478,106.42.36.134,3478,stun,,,CN,Jiaozuo,,Chinanet
125.71.124.201:3478,125.71.124.201,3478,stun,,,CN,Chengdu,,Chinanet
171.213.36.42:3478,171.213.36.42,3478,stun,,,CN,Chengdu,,Chinanet
60.190.55.218:3478,60.190.55.218,3478,stun,,,CN,Ningbo,,Chinanet
120.192.205.243:3478,120.192.205.243,3478,stun,,,CN,Xi'an,,"China Mobile Communications Group Co., Ltd."
8.210.68.72:3478,8.210.68.72,3478,stun,,,CN,Hong Kong,,"Alibaba US Technology Co., Ltd."
125.71.124.253:3478,125.71.124.253,3478,stun,,,CN,Chengdu,,Chinanet
221.182.193.125:3478,221.182.193.125,3478,stun,,,CN,Haikou,,"China Mobile Communications Group Co., Ltd."
211.155.99.138:3478,211.155.99.138,3478,stun,,,CN,Xiamen,,Kaopu Cloud HK Limited
211.155.99.137:3478,211.155.99.137,3478,stun,,,CN,Xiamen,,Kaopu Cloud HK Limited
60.209.39.21:3478,60.209.39.21,3478,stun,,,CN,Qingdao,,CHINA UNICOM China169 Backbone
113.207.29.249:3478,113.207.29.249,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
106.39.128.70:3478,106.39.128.70,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
113.249.1.59:3478,113.249.1.59,3478,stun,,,CN,Chongqing,,Chinanet
120.224.244.179:3478,120.224.244.179,3478,stun,,,CN,Qingdao,,Shandong Mobile Communication Company Limited
123.14.155.87:3478,123.14.155.87,3478,stun,,,CN,Zhengzhou,,CHINA UNICOM China169 Backbone
221.238.46.243:3478,221.238.46.243,3478,stun,,,CN,Tianjin,,ASN for TIANJIN Provincial Net of CT
218.17.195.70:3478,218.17.195.70,3478,stun,,,CN,Shenzhen,,Chinanet
122.115.233.236:3478,122.115.233.236,3478,stun,,,CN,Beijing,,"IDC, China Telecommunications Corporation"
113.249.228.13:3478,113.249.228.13,3478,stun,,,CN,Chongqing,,China Telecom
103.213.65.2:3478,103.213.65.2,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
113.109.248.246:3478,113.109.248.246,3478,stun,,,CN,Guangzhou,,Chinanet
14.23.86.60:3478,14.23.86.60,3478,stun,,,CN,Guangzhou,,Chinanet
125.75.195.192:3478,125.75.195.192,3478,stun,,,CN,Qingyang,,Chinanet
27.15.166.210:3478,27.15.166.210,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
124.127.186.83:3478,124.127.186.83,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
121.15.209.187:3478,121.15.209.187,3478,stun,,,CN,Shenzhen,,Chinanet
218.69.253.61:3478,218.69.253.61,3478,stun,,,CN,Tianjin,,CHINA UNICOM China169 Backbone
101.27.198.243:3478,101.27.198.243,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
171.214.56.8:3478,171.214.56.8,3478,stun,,,CN,Luzhou,,Chinanet
153.35.180.131:3478,153.35.180.131,3478,stun,,,CN,Wuxi,,CHINA UNICOM China169 Backbone
222.90.12.228:3478,222.90.12.228,3478,stun,,,CN,Taiyuan,,Chinanet
125.35.211.250:3478,125.35.211.250,3478,stun,,,CN,Tianjin,,CHINA UNICOM China169 Backbone
110.185.165.162:3478,110.185.165.162,3478,stun,,,CN,Chengdu,,Chinanet
58.242.249.203:3478,58.242.249.203,3478,stun,,,CN,Hefei,,CHINA UNICOM China169 Backbone
202.96.124.91:3478,202.96.124.91,3478,stun,,,CN,Ningbo,,Chinanet
61.190.176.43:3478,61.190.176.43,3478,stun,,,CN,Lu'an,,Chinanet
171.213.239.147:3478,171.213.239.147,3478,stun,,,CN,Leshan,,Chinanet
39.164.74.102:3478,39.164.74.102,3478,stun,,,CN,Nanyang,,"Henan Mobile Communications Co.,Ltd"
119.122.213.43:3478,119.122.213.43,3478,stun,,,CN,Shenzhen,,Chinanet
221.5.13.93:3478,221.5.13.93,3478,stun,,,CN,Foshan,,China Unicom IP network China169 Guangdong province
60.250.35.248:3478,60.250.35.248,3478,stun,,,CN,Taipei,,Data Communication Business Group
111.20.144.142:3478,111.20.144.142,3478,stun,,,CN,Xi'an,,"China Mobile Communications Group Co., Ltd."
112.111.39.90:3478,112.111.39.90,3478,stun,,,CN,Fuzhou,,CHINA UNICOM China169 Backbone
123.114.253.49:3478,123.114.253.49,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
125.35.0.79:3478,125.35.0.79,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
171.213.221.29:3478,171.213.221.29,3478,stun,,,CN,Leshan,,Chinanet
117.128.108.49:3478,117.128.108.49,3478,stun,,,CN,Beijing,,China Mobile Communicaitons Corporation
117.135.202.20:3478,117.135.202.20,3478,stun,,,CN,Guiyang,,"China Mobile Communications Group Co., Ltd."
171.213.161.6:3478,171.213.161.6,3478,stun,,,CN,Leshan,,Chinanet
116.25.95.33:3478,116.25.95.33,3478,stun,,,CN,Shenzhen,,Chinanet
120.0.44.122:3478,120.0.44.122,3478,stun,,,CN,Shijiazhuang,,CHINA UNICOM China169 Backbone
222.82.251.211:3478,222.82.251.211,3478,stun,,,CN,Changji,,Chinanet
116.172.70.6:3478,116.172.70.6,3478,stun,,,CN,Lanzhou,,UNICOM Ningxia province network
113.116.6.207:3478,113.116.6.207,3478,stun,,,CN,Shenzhen,,Chinanet
111.225.102.122:3478,111.225.102.122,3478,stun,,,CN,Baoding,,Chinanet
1.198.31.46:3478,1.198.31.46,3478,stun,,,CN,Zhengzhou,,Chinanet
58.215.223.218:3478,58.215.223.218,3478,stun,,,CN,Wuxi,,Chinanet
27.159.160.26:3478,27.159.160.26,3478,stun,,,CN,Xiamen,,Chinanet
1.13.152.113:3478,1.13.152.113,3478,stun,,,CN,Beijing,,Shenzhen Tencent Computer Systems Company Limited
119.122.215.26:3478,119.122.215.26,3478,stun,,,CN,Shenzhen,,Chinanet
222.90.10.191:3478,222.90.10.191,3478,stun,,,CN,Taiyuan,,Chinanet
60.28.57.28:3478,60.28.57.28,3478,stun,,,CN,Tianjin,,CHINA UNICOM China169 Backbone
120.82.18.18:3478,120.82.18.18,3478,stun,,,CN,Maoming,,China Unicom IP network China169 Guangdong province
221.224.13.118:3478,221.224.13.118,3478,stun,,,CN,Suzhou,,Chinanet
61.181.45.36:3478,61.181.45.36,3478,stun,,,CN,Tianjin,,CHINA UNICOM China169 Backbone
219.139.129.226:3478,219.139.129.226,3478,stun,,,CN,Yichang,,Chinanet
211.158.112.249:3478,211.158.112.249,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
112.253.43.170:3478,112.253.43.170,3478,stun,,,CN,Dezhou,,CHINA UNICOM China169 Backbone
222.90.10.56:3478,222.90.10.56,3478,stun,,,CN,Taiyuan,,Chinanet
218.20.254.2:3478,218.20.254.2,3478,stun,,,CN,Guangzhou,,Chinanet
123.118.79.21:3478,123.118.79.21,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
183.129.149.44:3478,183.129.149.44,3478,stun,,,CN,Hangzhou,,Chinanet
218.95.213.22:3478,218.95.213.22,3478,stun,,,CN,Yinchuan,,Chinanet
113.109.248.228:3478,113.109.248.228,3478,stun,,,CN,Guangzhou,,Chinanet
113.57.160.10:3478,113.57.160.10,3478,stun,,,CN,Wuhan,,CHINA UNICOM China169 Backbone
39.152.1.234:3478,39.152.1.234,3478,stun,,,CN,Shenyang,,China Mobile communications corporation
218.17.195.69:3478,218.17.195.69,3478,stun,,,CN,Shenzhen,,Chinanet
111.205.211.38:3478,111.205.211.38,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
112.95.210.68:3478,112.95.210.68,3478,stun,,,CN,Shenzhen,,China Unicom Shenzen network
120.0.44.73:3478,120.0.44.73,3478,stun,,,CN,Shijiazhuang,,CHINA UNICOM China169 Backbone
112.65.138.174:3478,112.65.138.174,3478,stun,,,CN,Shanghai,,China Unicom Shanghai network
58.246.63.6:3478,58.246.63.6,3478,stun,,,CN,Shanghai,,China Unicom Shanghai network
119.18.208.62:3478,119.18.208.62,3478,stun,,,CN,Beijing,,China South Locomotive And Rolling Stock Industry Company
113.206.69.108:3478,113.206.69.108,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
219.145.1.97:3478,219.145.1.97,3478,stun,,,CN,Taiyuan,,Chinanet
120.52.31.109:3478,120.52.31.109,3478,stun,,,CN,Langfang,,China Unicom Beijing Province Network
61.180.120.94:3478,61.180.120.94,3478,stun,,,CN,Nanchang,,Chinanet
113.109.249.73:3478,113.109.249.73,3478,stun,,,CN,Guangzhou,,Chinanet
183.230.253.196:3478,183.230.253.196,3478,stun,,,CN,Chongqing,,"China Mobile Communications Group Co., Ltd."
171.38.241.191:3478,171.38.241.191,3478,stun,,,CN,Nanning,,CHINA UNICOM China169 Backbone
171.38.141.210:3478,171.38.141.210,3478,stun,,,CN,Nanning,,CHINA UNICOM China169 Backbone
171.38.141.120:3478,171.38.141.120,3478,stun,,,CN,Nanning,,CHINA UNICOM China169 Backbone
171.213.167.87:3478,171.213.167.87,3478,stun,,,CN,Leshan,,Chinanet
202.66.87.11:3478,202.66.87.11,3478,stun,,,CN,Hong Kong,,CITIC Telecom International CPC Limited
114.255.98.3:3478,114.255.98.3,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
171.213.146.73:3478,171.213.146.73,3478,stun,,,CN,Leshan,,Chinanet
120.192.101.153:3478,120.192.101.153,3478,stun,,,CN,Jinan,,Shandong Mobile Communication Company Limited
111.203.177.177:3478,111.203.177.177,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
116.249.127.130:3478,116.249.127.130,3478,stun,,,CN,Kunming,,Chinanet
60.209.91.235:3478,60.209.91.235,3478,stun,,,CN,Qingdao,,CHINA UNICOM China169 Backbone
222.173.200.82:3478,222.173.200.82,3478,stun,,,CN,Yantai,,Chinanet
183.162.198.253:3478,183.162.198.253,3478,stun,,,CN,Chuzhou,,Chinanet
221.4.213.81:3478,221.4.213.81,3478,stun,,,CN,Zhuhai,,China Unicom IP network China169 Guangdong province
113.233.140.182:3478,113.233.140.182,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
220.182.2.156:3478,220.182.2.156,3478,stun,,,CN,Lhasa,,Chinanet
113.9.234.63:3478,113.9.234.63,3478,stun,,,CN,Harbin,,CHINA UNICOM China169 Backbone
183.162.222.175:3478,183.162.222.175,3478,stun,,,CN,Chuzhou,,Chinanet
111.75.220.248:3478,111.75.220.248,3478,stun,,,CN,Nanchang,,Chinanet
211.158.113.87:3478,211.158.113.87,3478,stun,,,CN,Chongqing,,"CHONGQING CNC BROADBAND NETWORKS CO.,LTD"
202.41.247.4:3478,202.41.247.4,3478,stun,,,CN,Beijing,,"3rd Floor, Wenbo Building, No.A2 Gaoyuan Street"
61.178.220.77:3478,61.178.220.77,3478,stun,,,CN,Lanzhou,,Chinanet
124.222.94.172:3478,124.222.94.172,3478,stun,,,CN,Beijing,,Shenzhen Tencent Computer Systems Company Limited
210.21.11.53:3478,210.21.11.53,3478,stun,,,CN,Guangzhou,,China Unicom Guangzhou network
113.233.138.82:3478,113.233.138.82,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
60.172.217.24:3478,60.172.217.24,3478,stun,,,CN,Huaibei,,Chinanet
113.233.139.255:3478,113.233.139.255,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
58.48.66.194:3478,58.48.66.194,3478,stun,,,CN,Wuhan,,Chinanet
183.6.87.19:3478,183.6.87.19,3478,stun,,,CN,Guangzhou,,Chinanet
119.185.158.231:3478,119.185.158.231,3478,stun,,,CN,Dongying,,CHINA UNICOM China169 Backbone
171.213.211.217:3478,171.213.211.217,3478,stun,,,CN,Leshan,,Chinanet
171.211.123.6:3478,171.211.123.6,3478,stun,,,CN,Deyang,,Chinanet
113.233.133.22:3478,113.233.133.22,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.133.103:3478,113.233.133.103,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
182.106.225.45:3478,182.106.225.45,3478,stun,,,CN,Nanchang,,Chinanet
60.247.18.13:3478,60.247.18.13,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
27.43.171.190:3478,27.43.171.190,3478,stun,,,CN,Meizhou,,China Unicom IP network China169 Guangdong province
111.229.112.58:3478,111.229.112.58,3478,stun,,,CN,Beijing,,Shenzhen Tencent Computer Systems Company Limited
222.82.208.102:3478,222.82.208.102,3478,stun,,,CN,Changji,,Chinanet
113.233.138.109:3478,113.233.138.109,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.143.234:3478,113.233.143.234,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
171.15.198.96:3478,171.15.198.96,3478,stun,,,CN,Zhengzhou,,Chinanet
58.214.7.2:3478,58.214.7.2,3478,stun,,,CN,Wuxi,,Chinanet
113.233.139.57:3478,113.233.139.57,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
203.86.25.20:3478,203.86.25.20,3478,stun,,,CN,Shenzhen,,CHINANET Guangdong province Shenzhen MAN network
113.233.143.113:3478,113.233.143.113,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.142.244:3478,113.233.142.244,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.143.109:3478,113.233.143.109,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
221.237.156.94:3478,221.237.156.94,3478,stun,,,CN,Chengdu,,Chinanet
113.233.141.133:3478,113.233.141.133,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
58.34.47.190:3478,58.34.47.190,3478,stun,,,CN,Shanghai,,China Telecom Group
171.212.103.238:3478,171.212.103.238,3478,stun,,,CN,Chengdu,,Chinanet
219.151.41.71:3478,219.151.41.71,3478,stun,,,CN,Lhasa,,Chinanet
116.25.94.56:3478,116.25.94.56,3478,stun,,,CN,Shenzhen,,Chinanet
113.233.141.249:3478,113.233.141.249,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.142.33:3478,113.233.142.33,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.143.136:3478,113.233.143.136,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.132.115:3478,113.233.132.115,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
113.233.136.143:3478,113.233.136.143,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
58.18.98.250:3478,58.18.98.250,3478,stun,,,CN,Baotou,,UNICOM InnerMongolia province network
27.17.62.28:3478,27.17.62.28,3478,stun,,,CN,Wuhan,,Chinanet
222.161.217.148:3478,222.161.217.148,3478,stun,,,CN,Changchun,,CHINA UNICOM China169 Backbone
111.193.53.20:3478,111.193.53.20,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
113.109.250.34:3478,113.109.250.34,3478,stun,,,CN,Guangzhou,,Chinanet
219.145.1.188:3478,219.145.1.188,3478,stun,,,CN,Taiyuan,,Chinanet
110.249.126.81:3478,110.249.126.81,3478,stun,,,CN,Shijiazhuang,,CHINA UNICOM China169 Backbone
218.26.109.99:3478,218.26.109.99,3478,stun,,,CN,Taiyuan,,CHINA UNICOM China169 Backbone
121.33.37.228:3478,121.33.37.228,3478,stun,,,CN,Guangzhou,,Chinanet
218.108.67.14:3478,218.108.67.14,3478,stun,,,CN,Hangzhou,,Huashu media&Network Limited
1.192.216.118:3478,1.192.216.118,3478,stun,,,CN,Zhengzhou,,Chinanet
183.224.226.184:3478,183.224.226.184,3478,stun,,,CN,Baoshan,,"China Mobile Communications Group Co., Ltd."
183.129.226.38:3478,183.129.226.38,3478,stun,,,CN,Hangzhou,,Chinanet
171.213.164.61:3478,171.213.164.61,3478,stun,,,CN,Leshan,,Chinanet
114.255.59.85:3478,114.255.59.85,3478,stun,,,CN,Ji'an,,China Unicom Beijing Province Network
112.102.232.203:3478,112.102.232.203,3478,stun,,,CN,Harbin,,"Heilongjiang Province, P.R.China."
124.133.230.106:3478,124.133.230.106,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
219.145.1.207:3478,219.145.1.207,3478,stun,,,CN,Taiyuan,,Chinanet
222.85.207.66:3478,222.85.207.66,3478,stun,,,CN,Guiyang,,Chinanet
61.145.137.187:3478,61.145.137.187,3478,stun,,,CN,Shenzhen,,Chinanet
220.164.250.54:3478,220.164.250.54,3478,stun,,,CN,Mangshi,,Chinanet
171.213.146.72:3478,171.213.146.72,3478,stun,,,CN,Leshan,,Chinanet
117.190.150.145:3478,117.190.150.145,3478,stun,,,CN,Shihezi,,"China Mobile Communications Group Co., Ltd."
114.255.133.178:3478,114.255.133.178,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
221.232.155.139:3478,221.232.155.139,3478,stun,,,CN,Wuhan,,Chinanet
117.159.226.34:3478,117.159.226.34,3478,stun,,,CN,Nanyang,,"Henan Mobile Communications Co.,Ltd"
171.213.143.159:3478,171.213.143.159,3478,stun,,,CN,Leshan,,Chinanet
119.177.88.53:3478,119.177.88.53,3478,stun,,,CN,Weifang,,CHINA UNICOM China169 Backbone
112.244.118.71:3478,112.244.118.71,3478,stun,,,CN,Weifang,,CHINA UNICOM China169 Backbone
